InPlay,Velo,SpinRate,HorzBreak,InducedVertBreak
0,98.61,2499.0,10.8,17.34
0,91.38,1982.0,6.83,17.29
0,92.19,2051.0,7.6,14.6
0,96.82,2201.0,10.59,15.68
0,95.08,2267.0,8.63,15.39
1,93.47,2179.0,6.91,17.72
1,96.26,2565.0,8.28,11.72
0,93.15,2364.0,11.89,11.23
0,95.81,2446.0,9.97,15.49
0,91.15,2158.0,8.03,15.99
0,96.98,2144.0,4.15,15.62
0,93.85,2568.0,8.46,16.64
0,94.52,2544.0,6.61,18.64
1,97.03,2189.0,13.04,13.11
1,97.41,2369.0,7.06,19.13
0,93.77,2411.0,10.43,15.68
1,92.8,2055.0,10.16,7.18
1,95.7,2378.0,4.15,18.54
1,88.25,1914.0,12.9,7.04
1,93.66,1945.0,3.96,16.92
1,93.54,2159.0,13.92,12.18
1,89.82,2062.0,12.07,8.52
0,96.6,2344.0,5.66,20.04
0,96.24,2176.0,14.93,10.9
0,93.29,2261.0,3.6,20.78
1,97.77,2301.0,12.7,15.1
0,90.05,2129.0,8.45,18.04
0,95.06,2233.0,4.85,17.4
1,92.24,2099.0,15.79,9.71
0,94.3,1862.0,10.33,16.07
0,95.78,2466.0,6.93,15.33
0,87.29,1768.0,14.39,9.6
0,92.49,2248.0,4.25,20.09
0,92.7,1834.0,2.75,14.0
0,94.55,2492.0,4.51,18.19
0,93.48,2036.0,14.66,9.23
1,92.92,2234.0,8.09,16.55
0,92.78,1935.0,10.66,11.81
0,91.51,2121.0,5.74,16.01
0,94.63,2149.0,9.79,16.16
0,87.16,1881.0,10.78,12.92
0,95.72,2062.0,14.06,13.07
0,89.44,1925.0,16.82,7.06
1,91.13,2351.0,10.5,3.52
0,91.55,2023.0,4.75,15.21
0,93.31,2068.0,18.49,11.83
0,93.91,2260.0,7.5,18.35
0,97.46,2365.0,17.59,5.74
0,98.3,2448.0,4.54,17.45
1,96.82,2631.0,3.5,17.94
0,95.51,2285.0,7.09,15.93
0,95.57,2080.0,15.42,9.88
0,92.48,2434.0,6.59,12.24
0,97.61,2560.0,8.54,19.37
0,94.57,2343.0,8.73,18.66
0,94.06,2511.0,13.03,17.04
0,96.63,2446.0,7.96,17.79
0,92.89,2325.0,4.21,20.92
0,95.35,2284.0,5.47,14.12
1,96.14,2352.0,6.76,13.89
1,93.09,2088.0,12.92,7.11
0,97.55,2437.0,5.2,17.71
0,93.78,2193.0,14.59,12.09
0,92.09,1988.0,15.62,9.1
1,92.29,2229.0,16.8,13.46
1,94.09,2197.0,14.99,11.94
1,95.33,1960.0,10.19,13.46
0,96.03,2361.0,1.51,18.93
0,94.98,2242.0,11.69,10.65
0,92.48,1903.0,6.54,18.45
0,93.89,2358.0,5.99,17.48
0,93.88,2334.0,12.07,10.47
1,95.86,2193.0,9.61,15.06
0,97.09,2377.0,19.02,11.65
0,93.68,2276.0,4.36,20.02
1,93.56,2377.0,13.29,14.03
0,93.7,2012.0,8.12,7.11
0,91.66,2227.0,5.85,11.66
0,96.45,2039.0,-0.23,14.15
0,94.05,2471.0,14.59,14.17
1,98.36,2190.0,16.81,6.9
0,93.48,2314.0,7.93,15.01
0,94.04,2072.0,7.75,17.06
0,93.73,2144.0,14.57,4.19
1,95.7,2316.0,11.39,16.51
1,95.73,2384.0,6.28,17.62
0,92.24,2159.0,1.23,17.14
0,91.86,2325.0,2.01,17.2
0,97.09,2135.0,15.64,4.14
0,92.09,2106.0,9.75,10.24
0,94.18,1914.0,16.03,10.56
0,97.74,1912.0,12.3,11.76
0,89.42,1987.0,-1.4,14.32
0,93.8,2257.0,13.18,4.33
1,93.17,2322.0,1.75,16.24
0,96.55,2161.0,2.28,20.49
0,94.38,2442.0,3.11,15.1
0,94.86,2054.0,13.46,12.27
0,92.29,2307.0,6.4,16.14
1,97.83,2422.0,16.95,6.83
0,92.28,2100.0,18.72,5.47
0,93.1,2254.0,6.63,16.31
0,86.75,1970.0,8.58,11.14
0,96.5,2313.0,13.56,16.31
1,93.98,2630.0,2.94,21.04
0,94.61,2430.0,8.85,17.33
1,95.41,2587.0,12.31,14.61
0,92.6,2109.0,5.06,19.08
0,91.61,2135.0,5.31,18.49
0,90.33,2311.0,12.15,11.49
0,92.83,2106.0,18.27,10.38
0,95.76,2337.0,5.35,16.99
1,94.94,1864.0,7.32,9.22
0,93.73,2221.0,12.58,16.87
0,95.49,2219.0,10.58,16.12
0,94.6,2033.0,10.47,12.45
0,90.54,2170.0,18.54,9.06
0,91.35,2358.0,10.26,8.79
0,94.04,2154.0,7.79,13.61
0,94.87,2304.0,13.28,12.65
0,95.89,2438.0,3.05,14.54
0,95.07,1914.0,17.63,8.79
0,93.95,2095.0,17.47,4.33
0,94.6,2406.0,4.23,19.44
0,94.57,2808.0,1.81,15.35
0,92.76,2205.0,4.55,17.28
0,98.03,2165.0,9.69,18.28
0,86.9,1779.0,14.51,10.19
0,95.71,2429.0,10.03,16.66
1,94.16,2180.0,15.7,10.28
0,91.18,1911.0,8.5,11.25
1,91.51,2204.0,2.42,20.08
0,92.74,2064.0,11.33,18.53
1,94.95,1978.0,17.8,9.41
0,92.42,2359.0,12.33,2.21
1,94.76,1920.0,5.04,16.31
0,97.43,2476.0,12.5,18.77
1,91.87,1831.0,14.02,9.61
0,95.4,2402.0,10.49,14.47
0,93.3,2141.0,4.19,14.51
0,92.57,2074.0,13.49,10.26
0,92.95,2091.0,4.67,11.54
0,95.64,2093.0,6.68,17.55
1,94.9,2431.0,16.0,10.85
0,93.12,2011.0,6.93,16.46
0,93.11,2487.0,12.91,4.35
1,96.68,2323.0,1.95,16.8
0,92.4,2035.0,11.01,15.05
1,95.44,2327.0,10.92,16.67
0,93.95,2110.0,12.12,10.72
0,92.23,2070.0,4.09,10.24
0,93.86,2623.0,1.77,18.73
0,96.69,2347.0,11.24,19.17
0,92.75,2995.0,14.69,7.97
0,96.34,2291.0,10.53,16.29
0,89.44,2256.0,0.55,17.31
0,89.98,2198.0,-0.44,16.38
0,96.58,2341.0,2.65,13.6
0,96.54,2561.0,5.24,20.26
0,93.08,2250.0,13.62,5.82
0,95.25,2366.0,8.13,19.7
0,89.33,2270.0,2.27,15.65
0,93.74,2283.0,4.56,19.08
0,97.37,2573.0,3.96,15.47
1,94.09,2300.0,15.86,13.23
1,91.62,2126.0,9.29,15.05
1,93.15,2624.0,8.93,16.4
1,97.01,2314.0,10.5,15.89
1,91.15,1919.0,4.15,15.06
0,92.27,2248.0,4.45,17.47
0,93.06,2288.0,1.2,18.84
0,94.18,2409.0,10.24,18.63
0,94.86,2006.0,17.26,3.92
0,96.77,2340.0,14.85,15.12
1,95.03,2082.0,8.21,15.07
0,93.07,2096.0,15.2,9.2
1,92.69,2050.0,4.89,16.35
0,89.3,2081.0,16.35,9.58
1,94.98,1897.0,3.71,13.78
0,93.6,2183.0,15.87,14.08
1,97.41,2314.0,8.22,17.42
0,91.47,2370.0,6.21,18.76
1,92.52,2230.0,12.16,15.54
0,94.42,2211.0,10.52,14.42
1,93.67,2260.0,3.95,17.77
0,94.79,2016.0,16.1,6.14
0,95.05,2243.0,7.07,14.56
0,94.1,2024.0,8.47,15.04
0,95.39,2207.0,17.26,9.93
0,95.48,2387.0,5.75,23.19
0,94.99,2295.0,14.26,13.86
1,96.5,2219.0,14.19,12.17
0,94.44,2086.0,0.97,16.85
0,97.87,2498.0,8.65,17.63
0,93.83,2319.0,7.79,16.24
0,95.06,2604.0,10.71,19.84
0,94.42,2401.0,3.34,16.5
0,95.61,1628.0,5.98,14.39
0,93.45,2136.0,14.12,6.79
0,92.65,2198.0,5.01,15.05
0,92.77,2288.0,12.09,13.16
0,85.66,2061.0,17.84,17.48
0,92.43,2011.0,11.77,13.53
1,90.15,2214.0,17.55,7.94
1,95.14,2068.0,10.6,18.91
1,96.29,2311.0,14.2,14.01
0,94.6,2249.0,6.41,15.01
0,93.51,2397.0,10.67,16.06
0,94.51,2640.0,0.74,20.26
0,92.15,2142.0,2.71,20.26
0,97.39,2303.0,14.76,14.64
0,91.39,2032.0,14.78,11.48
0,97.18,2180.0,17.63,7.63
0,95.42,2381.0,8.95,18.79
0,99.56,2443.0,12.85,12.82
0,94.3,2170.0,16.95,10.92
0,96.83,2176.0,13.31,14.23
0,93.94,2233.0,6.75,12.69
0,93.18,2249.0,13.28,5.51
0,96.73,2398.0,7.04,17.41
0,95.68,2626.0,3.41,18.86
0,94.54,1960.0,19.55,7.61
0,93.98,2034.0,7.03,13.85
1,94.04,1981.0,17.15,3.24
1,93.96,2021.0,10.65,10.69
0,97.43,2182.0,17.72,11.65
0,96.23,2212.0,11.83,15.38
0,94.05,2140.0,4.92,20.04
0,97.56,2646.0,6.28,22.32
0,93.18,2391.0,14.98,7.74
0,94.78,2089.0,2.78,20.72
1,95.9,2361.0,5.91,18.71
0,94.46,2350.0,13.94,9.03
0,97.16,2637.0,3.93,17.47
0,92.49,1924.0,12.61,11.4
0,94.5,2117.0,7.06,10.72
0,94.75,2381.0,6.84,19.93
0,92.87,2177.0,3.76,17.41
0,87.38,1784.0,11.07,5.69
0,93.47,1910.0,9.0,13.44
0,94.08,2324.0,15.94,12.75
0,93.37,1900.0,21.14,1.94
0,90.98,2211.0,18.46,11.27
1,92.69,2795.0,10.89,20.99
0,93.38,2287.0,8.05,13.76
0,92.61,2528.0,5.36,14.02
0,94.87,2567.0,9.88,7.18
1,93.91,2026.0,15.62,11.54
0,92.17,2199.0,15.79,11.14
0,90.3,2020.0,6.39,17.12
0,88.17,1829.0,13.48,7.06
0,92.89,2353.0,11.6,13.48
0,93.39,2186.0,7.07,17.38
1,97.34,2153.0,18.01,9.72
0,94.42,1831.0,11.39,7.55
1,92.38,1916.0,13.69,0.25
0,101.53,2035.0,6.52,20.33
1,94.04,2179.0,14.28,9.35
0,96.84,2096.0,13.23,13.49
1,92.53,2087.0,11.11,1.59
0,94.95,1884.0,8.3,12.28
1,93.1,2079.0,18.8,8.99
1,91.92,2191.0,11.09,16.69
0,93.59,1986.0,15.75,8.78
0,95.15,2356.0,10.98,17.68
0,90.48,1944.0,15.68,7.34
0,93.42,2430.0,-0.32,13.98
0,94.87,2296.0,8.03,9.29
1,93.66,2214.0,13.36,10.04
1,94.51,2277.0,15.0,12.02
0,97.92,2535.0,4.18,17.34
0,96.84,2393.0,3.96,15.47
0,95.53,2374.0,-0.59,17.23
0,95.46,2318.0,10.28,16.43
1,91.68,2486.0,-1.49,12.7
0,90.49,2085.0,12.97,13.24
0,91.55,2416.0,11.51,19.51
1,87.03,1777.0,13.32,9.54
0,97.29,2274.0,15.31,4.69
1,95.41,1975.0,2.1,14.29
0,93.49,2067.0,14.8,10.47
0,91.9,2000.0,7.69,15.97
0,95.72,2392.0,10.06,19.27
0,92.69,2400.0,16.31,10.07
1,95.85,2342.0,12.76,13.54
1,95.09,2372.0,11.15,16.75
0,93.68,2318.0,19.19,8.67
1,96.54,2352.0,2.66,16.05
0,92.05,2493.0,1.67,12.47
0,92.04,2345.0,11.47,17.47
0,91.15,2588.0,6.29,22.11
1,90.46,2284.0,13.97,11.86
0,94.98,1881.0,4.52,17.43
0,97.59,2233.0,5.53,17.96
1,94.99,2459.0,4.95,19.01
0,92.62,2184.0,3.87,18.26
0,91.74,2049.0,0.84,19.02
0,90.55,1846.0,5.93,10.54
1,93.56,2255.0,19.07,8.68
1,91.01,2257.0,4.58,16.52
1,89.85,2085.0,16.3,7.04
1,90.16,2421.0,4.22,18.57
0,92.96,2284.0,17.11,12.36
0,94.28,2520.0,10.77,18.33
0,95.12,2456.0,9.55,17.89
0,95.03,2264.0,6.29,22.28
1,90.26,2046.0,16.08,10.73
0,91.87,2140.0,11.48,12.06
0,97.79,2116.0,8.22,16.69
0,95.4,2078.0,15.78,2.19
0,94.56,2433.0,5.52,15.87
0,98.3,2370.0,7.83,18.73
1,95.42,2076.0,5.02,14.6
0,91.37,2293.0,9.89,18.46
0,95.2,2287.0,2.62,16.69
1,94.56,2008.0,3.69,5.53
1,93.34,2626.0,5.64,17.61
0,97.32,2221.0,8.18,17.24
0,97.72,2210.0,7.1,17.28
0,93.06,2246.0,8.45,17.24
0,97.91,2609.0,8.05,18.96
0,92.72,2163.0,5.69,19.81
0,93.9,2457.0,8.77,20.47
0,92.07,2090.0,15.85,8.04
0,90.96,2130.0,9.03,16.98
0,92.91,2341.0,19.35,3.33
0,93.25,2355.0,16.38,18.91
0,93.18,2468.0,9.98,18.12
0,96.74,2297.0,4.57,13.15
0,94.55,2499.0,11.35,18.67
0,98.98,2348.0,5.09,10.93
0,89.05,2198.0,13.53,10.99
0,93.01,2173.0,0.09,16.8
0,91.25,1925.0,10.74,12.38
0,89.19,2004.0,7.8,12.33
0,92.85,2173.0,6.84,19.54
1,89.62,2106.0,5.61,18.56
0,93.77,1941.0,15.37,15.19
0,93.98,1998.0,14.16,10.9
0,95.04,2185.0,2.95,20.36
1,93.35,2257.0,5.69,16.17
0,95.8,2043.0,12.66,13.49
1,92.68,2206.0,10.87,15.91
0,89.85,1820.0,7.22,17.85
0,98.32,2514.0,15.69,13.17
0,92.22,1995.0,10.76,11.54
0,97.92,2249.0,14.01,13.54
0,91.53,1945.0,7.81,12.84
0,93.13,2499.0,5.98,12.98
0,94.79,2139.0,11.4,16.96
0,93.29,2210.0,8.68,16.69
0,93.8,2302.0,11.63,17.88
1,94.37,2563.0,7.52,15.24
0,93.29,2240.0,1.29,18.12
0,92.17,1926.0,15.29,12.58
1,92.85,2081.0,11.8,15.61
0,94.17,2157.0,5.33,11.63
1,93.95,2155.0,8.81,16.3
0,90.01,2262.0,9.06,14.45
0,94.16,2452.0,12.02,17.06
0,92.54,2145.0,20.86,7.22
1,92.61,2150.0,12.16,1.63
0,84.0,2056.0,17.48,3.14
1,92.87,1940.0,11.05,14.88
1,94.84,2237.0,16.65,6.14
0,96.79,2194.0,16.66,2.33
1,87.9,1749.0,15.39,8.62
0,91.52,1998.0,14.39,16.83
0,94.23,2295.0,6.64,14.18
0,94.07,1969.0,14.06,8.57
1,91.52,2236.0,13.41,12.61
0,98.41,2238.0,10.67,14.96
0,87.95,1898.0,10.8,13.78
0,93.46,2402.0,10.46,17.46
0,95.23,2390.0,15.76,9.74
0,92.9,2064.0,13.68,12.65
1,93.62,2550.0,10.34,18.95
0,94.86,2535.0,5.86,17.74
0,92.08,2073.0,9.37,11.91
0,94.13,2367.0,6.83,17.14
0,90.41,2120.0,20.05,9.0
0,87.08,1958.0,12.78,12.35
0,93.36,2151.0,0.36,20.86
0,96.3,2440.0,16.2,11.54
0,90.63,2352.0,5.02,21.59
1,93.1,2219.0,18.5,8.11
0,92.83,2436.0,-1.4,19.13
0,91.21,2384.0,17.76,11.48
0,96.32,2201.0,16.67,12.73
1,97.35,2345.0,10.76,17.22
0,85.09,1834.0,4.83,13.7
1,95.51,2300.0,8.68,14.29
0,98.64,2534.0,10.71,17.32
0,96.9,2385.0,1.32,15.35
0,94.99,2457.0,6.83,21.1
1,95.2,2324.0,-1.51,11.28
0,92.42,2165.0,10.18,13.41
0,96.27,2661.0,5.73,18.18
0,94.83,2123.0,13.1,12.5
1,96.07,2438.0,5.8,13.64
0,89.13,2216.0,-1.88,9.29
0,94.97,2226.0,1.48,13.53
0,95.39,2371.0,3.36,13.21
0,95.19,2571.0,8.54,17.52
1,91.39,2097.0,6.89,15.42
0,94.12,2265.0,11.1,9.77
0,96.8,2436.0,6.4,19.9
0,98.7,2684.0,2.23,20.11
1,97.27,2371.0,13.55,18.07
0,96.89,1988.0,7.88,13.84
0,98.56,2690.0,11.31,18.92
0,95.73,2257.0,9.13,17.05
0,92.93,2297.0,-0.2,13.17
0,92.37,2053.0,14.59,3.79
0,93.34,2387.0,4.23,17.07
0,91.59,2209.0,4.71,21.42
0,93.27,2029.0,13.58,-0.23
0,86.86,1842.0,9.2,9.75
1,92.33,2346.0,5.58,20.45
1,91.12,2268.0,1.53,16.31
1,96.55,2299.0,4.45,16.92
0,95.25,2507.0,12.22,18.16
0,97.61,2302.0,3.23,17.9
1,94.62,2455.0,14.45,14.27
0,89.16,2150.0,18.7,5.01
1,96.42,2205.0,3.05,17.37
0,93.5,1858.0,13.84,8.78
0,97.53,2432.0,12.25,4.07
0,95.99,2340.0,2.76,13.38
0,93.75,2464.0,3.46,19.39
0,95.01,2474.0,9.86,18.13
0,95.06,2449.0,5.93,15.81
0,93.15,2451.0,13.02,18.33
0,86.43,1705.0,10.38,4.84
0,95.86,2153.0,14.04,12.61
0,95.55,2745.0,11.92,18.18
1,87.08,1910.0,16.51,9.73
1,94.14,2245.0,8.17,13.69
0,97.66,2500.0,11.32,19.2
0,92.51,1843.0,10.97,12.78
0,93.55,2356.0,5.9,20.55
0,92.1,2030.0,12.97,13.55
1,94.93,2192.0,1.29,18.86
0,94.65,2452.0,-0.19,17.37
0,96.94,2122.0,7.89,17.62
0,92.9,2175.0,16.25,10.02
0,94.97,2433.0,8.22,16.5
0,92.25,1997.0,6.07,14.1
1,95.08,2566.0,4.41,17.25
0,91.73,2239.0,12.85,8.58
1,94.01,2116.0,7.51,15.17
1,86.74,1867.0,-0.56,9.7
0,95.68,2189.0,2.88,19.42
0,90.45,2208.0,10.08,16.97
0,91.92,2397.0,5.83,16.86
0,90.85,2519.0,16.24,13.1
1,96.61,2086.0,6.08,9.91
1,94.54,2452.0,13.84,15.9
0,92.14,2308.0,9.27,15.23
0,93.73,2201.0,17.29,14.28
0,93.61,2513.0,5.69,16.64
0,92.96,2229.0,7.13,17.36
0,92.37,2180.0,14.52,14.67
0,91.4,1931.0,3.09,11.18
0,96.63,2359.0,12.29,16.14
0,91.53,2106.0,7.27,13.28
0,95.85,2556.0,8.07,12.23
0,91.7,2552.0,15.82,12.06
0,95.18,2373.0,8.98,16.49
0,93.14,2067.0,-0.42,18.4
0,89.9,1796.0,16.47,6.23
0,93.59,2100.0,18.08,10.31
0,97.24,2525.0,3.95,18.46
0,92.29,2188.0,2.43,17.34
0,89.57,2331.0,11.0,18.62
0,94.66,2125.0,9.08,12.8
0,93.53,2376.0,6.59,15.47
0,93.2,2131.0,13.38,12.3
0,96.58,2309.0,8.94,15.29
1,89.45,2144.0,2.61,18.81
1,92.92,1873.0,16.7,-0.72
0,95.4,2104.0,15.53,10.35
0,96.8,2362.0,5.68,17.6
0,96.34,2274.0,14.93,15.23
1,94.56,1994.0,12.45,4.5
1,93.99,2132.0,9.01,12.57
0,96.26,2293.0,10.8,12.29
0,92.96,2336.0,2.19,17.53
0,93.66,2420.0,1.52,16.48
1,95.37,2325.0,8.0,16.59
1,93.4,2073.0,3.66,19.4
0,99.46,2506.0,7.89,15.22
0,95.96,2372.0,9.3,15.5
1,93.66,2259.0,12.07,8.12
0,95.15,2499.0,9.74,20.27
1,95.1,2370.0,6.74,17.03
0,96.2,2451.0,9.44,18.39
0,93.02,2435.0,8.07,17.94
1,96.26,2078.0,14.41,16.18
1,94.15,2005.0,10.5,15.36
0,93.35,2256.0,13.28,16.64
0,92.16,2034.0,5.82,17.79
1,89.33,2165.0,1.92,15.41
0,99.5,2503.0,11.99,16.3
0,94.09,2218.0,12.62,15.64
0,92.55,2342.0,15.92,13.18
0,89.49,2063.0,16.7,3.07
0,90.92,2115.0,15.08,6.97
0,95.97,2319.0,8.36,15.05
0,94.97,2328.0,17.68,7.18
0,92.09,1889.0,15.09,0.45
1,92.16,2275.0,12.15,7.51
0,94.26,1828.0,13.43,11.3
0,92.82,2221.0,15.64,10.03
0,96.44,2504.0,17.35,8.9
1,92.66,1954.0,6.67,12.11
0,90.39,2298.0,16.57,9.69
1,92.06,2159.0,13.99,6.83
1,98.76,2288.0,10.9,16.51
1,90.57,1939.0,13.39,12.82
1,93.64,2023.0,15.57,8.67
1,90.5,1977.0,15.98,9.99
0,97.28,2089.0,7.11,18.48
0,97.56,2275.0,10.33,18.96
0,93.33,2148.0,14.22,15.23
0,92.8,1929.0,14.05,4.86
0,94.36,2130.0,14.19,6.77
1,91.36,1850.0,15.89,-0.05
1,97.29,2247.0,10.28,13.66
0,96.83,2171.0,6.83,16.25
0,93.41,2107.0,6.57,16.16
0,94.2,2340.0,3.22,18.01
1,94.14,1959.0,17.63,6.63
0,89.83,2022.0,9.69,13.83
0,92.64,2289.0,5.98,20.51
0,92.62,2387.0,6.38,17.17
0,96.8,2099.0,6.88,14.56
1,94.51,2233.0,10.1,14.73
0,94.88,2272.0,1.11,18.99
0,94.2,2318.0,16.42,9.42
0,93.15,2240.0,10.15,15.26
0,97.2,2269.0,6.81,16.22
0,93.23,2397.0,15.38,5.24
1,94.27,2003.0,13.49,15.51
1,95.14,2084.0,8.42,16.9
0,92.47,1750.0,12.36,13.22
1,95.56,2232.0,9.54,16.08
0,93.32,2177.0,0.99,19.46
1,93.91,2285.0,6.96,18.6
0,97.73,2420.0,10.03,17.18
0,95.49,2398.0,11.43,21.13
0,94.47,2361.0,12.58,12.4
0,96.33,2228.0,12.47,16.48
1,94.69,2059.0,7.41,16.48
1,95.47,2187.0,13.04,14.41
0,94.33,2310.0,13.26,15.71
1,95.12,2254.0,4.79,16.22
0,93.3,2164.0,8.36,14.97
1,94.04,2190.0,8.96,14.17
1,91.76,2132.0,13.74,14.17
0,97.77,2223.0,9.1,15.93
0,94.76,2157.0,1.85,15.15
1,94.63,2050.0,8.37,17.44
0,90.77,2012.0,9.17,8.14
1,93.08,2092.0,15.22,10.8
0,92.27,2088.0,4.5,11.9
0,93.23,2348.0,17.25,13.57
0,91.78,2293.0,6.27,21.61
1,96.27,2328.0,6.43,17.8
0,94.84,2457.0,6.3,15.98
1,93.71,2566.0,2.69,19.22
1,98.12,2209.0,13.37,12.87
1,94.97,2207.0,14.52,12.21
0,96.84,2126.0,12.61,14.8
1,93.53,2265.0,18.35,9.11
0,93.21,2032.0,19.3,8.71
0,90.76,2071.0,17.32,6.0
1,92.68,2531.0,8.3,19.14
0,96.99,2449.0,18.26,7.2
0,97.11,2228.0,16.84,7.24
0,94.73,2284.0,14.55,12.34
1,93.74,2461.0,6.56,17.94
0,96.65,2207.0,14.64,-1.6
1,90.95,2633.0,9.12,19.51
0,95.99,2555.0,8.03,22.91
1,94.76,1929.0,5.68,14.77
0,87.9,2258.0,4.71,15.9
1,91.65,2572.0,5.32,15.5
0,94.67,2373.0,6.09,14.28
1,91.79,2131.0,18.67,5.28
0,95.38,2389.0,4.68,8.14
0,98.97,2527.0,7.88,16.48
0,93.61,2018.0,16.0,12.61
0,93.97,2109.0,3.03,18.71
0,94.1,2271.0,0.76,11.76
1,98.06,2292.0,13.05,16.73
0,94.14,2540.0,0.65,9.0
0,89.92,2200.0,1.72,21.74
1,90.51,2109.0,12.77,9.5
0,96.15,2495.0,18.62,10.44
1,89.53,2306.0,1.47,17.08
0,97.71,2415.0,9.93,15.95
0,89.27,2251.0,2.17,18.4
1,95.28,2446.0,14.83,9.42
0,96.37,2249.0,5.09,16.84
0,95.76,2240.0,3.06,17.83
0,92.68,2415.0,5.26,16.85
0,94.76,2257.0,11.41,9.61
0,92.34,2497.0,7.86,24.23
0,95.88,2539.0,5.39,19.49
0,95.41,2365.0,12.67,13.11
0,90.85,2152.0,9.97,16.41
0,91.07,2043.0,17.79,7.43
1,96.94,2077.0,5.58,16.65
0,93.0,2340.0,7.58,11.93
1,97.11,2177.0,18.72,12.91
0,93.5,2469.0,3.13,18.13
1,98.01,1824.0,6.89,11.25
0,96.35,2320.0,9.66,17.66
0,98.04,2092.0,7.6,16.78
0,93.4,2244.0,8.37,16.34
0,96.91,2205.0,13.8,14.72
0,91.71,2299.0,11.2,12.62
1,92.69,2239.0,15.88,10.39
0,94.37,2323.0,3.89,19.51
1,93.24,1994.0,14.63,1.87
0,94.1,2271.0,12.11,14.47
0,98.18,2297.0,16.01,10.38
0,88.57,1858.0,8.74,13.28
0,95.21,2018.0,9.73,12.86
0,96.81,2440.0,4.2,22.51
0,86.17,2284.0,15.71,7.66
0,94.49,2477.0,7.22,16.68
0,96.43,2347.0,10.94,12.61
1,92.85,2007.0,7.42,11.6
0,91.41,2107.0,11.04,16.7
1,95.83,2585.0,7.57,18.22
1,93.64,2244.0,13.4,7.13
0,94.89,2388.0,6.79,17.63
0,96.14,2181.0,8.61,14.47
0,97.05,2408.0,11.23,20.6
1,88.93,2090.0,12.32,7.15
0,95.13,2407.0,9.06,15.93
0,95.42,2441.0,8.09,14.36
0,93.05,2320.0,4.81,16.63
0,94.38,2305.0,12.43,8.26
0,95.34,2153.0,2.28,16.94
0,97.37,2289.0,14.7,11.4
0,97.39,2118.0,14.29,13.1
0,98.01,2432.0,8.13,16.83
0,93.2,2133.0,5.49,17.56
0,94.82,2279.0,7.94,20.38
0,94.86,2648.0,9.5,18.92
0,93.69,2621.0,4.48,11.86
0,94.2,2043.0,7.62,14.04
0,93.42,2277.0,6.81,16.07
0,94.48,2666.0,12.21,17.27
0,91.84,2245.0,13.0,17.13
1,92.98,2589.0,10.31,15.27
1,95.39,2470.0,7.9,18.4
0,94.21,2240.0,6.62,15.84
0,91.66,2084.0,1.33,13.64
0,94.15,2173.0,15.09,-3.15
0,92.2,2395.0,5.04,19.12
0,95.49,2556.0,4.03,16.95
0,94.18,2133.0,13.33,16.45
0,92.7,2369.0,15.02,11.07
0,95.07,1998.0,16.51,6.32
0,92.35,2146.0,4.9,11.6
1,88.14,2214.0,13.73,10.3
0,98.65,2181.0,18.6,3.86
0,94.62,2621.0,0.69,13.85
0,96.6,2046.0,10.74,12.7
0,95.07,2224.0,18.61,7.21
0,92.15,2186.0,4.8,15.7
1,92.49,2058.0,6.33,15.91
0,92.36,2454.0,5.13,16.69
1,91.33,2449.0,7.24,3.47
0,95.32,2466.0,12.73,19.41
1,92.86,1751.0,6.49,7.77
1,91.97,1892.0,8.29,16.0
0,96.49,2232.0,18.55,6.28
0,90.82,2015.0,12.78,9.26
0,92.94,2176.0,7.14,7.75
0,94.59,2372.0,12.15,11.92
0,96.54,2146.0,18.99,6.39
0,98.78,2358.0,11.26,15.55
0,94.81,2127.0,7.64,13.61
0,94.74,2345.0,-1.95,10.91
0,97.52,2438.0,5.23,17.77
0,94.83,2385.0,9.08,14.94
0,92.88,2255.0,8.08,17.33
0,99.03,2237.0,11.84,13.7
0,94.68,2091.0,18.59,13.44
0,98.6,2283.0,3.75,17.25
0,94.39,2469.0,10.97,17.77
1,96.26,2267.0,13.83,14.7
1,92.6,2259.0,4.04,19.15
1,88.07,2021.0,15.41,9.43
0,94.21,2210.0,5.46,18.55
1,93.74,2379.0,10.83,17.74
0,96.7,2473.0,8.4,19.2
0,95.18,2330.0,9.39,17.37
0,94.71,2323.0,12.4,10.14
0,95.65,2485.0,14.34,17.99
0,96.41,2346.0,13.81,13.82
1,89.82,2106.0,18.98,4.21
0,94.93,2429.0,11.52,19.86
0,95.17,2201.0,4.55,18.26
0,89.17,2050.0,13.11,7.58
0,91.46,2181.0,10.08,15.62
0,96.47,2522.0,3.62,18.66
0,94.4,2477.0,5.69,19.83
0,94.75,2384.0,4.28,17.71
0,97.08,2568.0,4.14,15.6
0,92.13,2157.0,8.47,16.3
1,95.37,2336.0,2.95,14.62
0,95.26,2519.0,1.76,11.94
0,92.77,2173.0,10.29,15.11
0,94.88,2205.0,9.65,19.26
1,93.05,1980.0,12.66,7.13
0,97.93,2144.0,7.31,13.46
0,94.01,2036.0,14.8,7.62
0,95.62,1993.0,2.44,18.36
0,91.01,1935.0,16.03,2.53
0,88.39,2278.0,9.85,8.66
0,87.55,1838.0,9.08,10.36
0,93.07,2476.0,9.18,17.63
1,96.03,2374.0,11.67,15.31
0,95.09,2050.0,6.59,17.81
1,93.13,2197.0,7.22,11.04
0,94.45,2091.0,5.75,11.0
0,95.81,2254.0,17.58,7.02
1,91.43,2214.0,12.1,13.4
